Query ID,Predicted Cardinality
1783,1065965.6
1784,2946370.0
1785,567959.25
1786,13171356.0
1787,2181791.0
1788,2193117.5
1789,20881.332
1790,27105.996
1791,2725685.2
1792,923895.5
1793,14619571.0
1794,34673.137
1795,2866537.8
1796,60.327877
1797,41683588.0
1798,47901824.0
1799,1741551.2
1800,37220710.0
1801,1681292.4
1802,63.329536
1803,5048228.5
1804,344054.0
1805,115.057915
1806,43697.96
1807,29073200.0
1808,1877343.4
1809,1499829.5
1810,88565.6
1811,1848.2852
1812,712984.4
1813,492932.53
1814,18777378.0
1815,33402892.0
1816,16139.661
1817,606562.4
1818,33935884.0
1819,425671.9
1820,41594.438
1821,2070501.1
1822,3882813.0
1823,259705.4
1824,21654880.0
1825,3481590.0
1826,137106.28
1827,1112152.9
1828,21611.918
1829,711304.75
1830,3151415.2
1831,463329.3
1832,17928516.0
1833,1123924.9
1834,138617.89
1835,25298052.0
1836,1630749.1
1837,535948.1
1838,20419452.0
1839,659255.94
1840,446618.38
1841,104757.99
1842,23502784.0
1843,379744.3
1844,204954.69
1845,73.536385
1846,330840.62
1847,13878.039
1848,3564614.2
1849,1937405.2
1850,193880.9
1851,5686241.5
1852,8676545.0
1853,108285.24
1854,13375891.0
1855,57674384.0
1856,47983.2
1857,34266.19
1858,41958.13
1859,34291164.0
1860,208061.1
1861,29.757977
1862,19770638.0
1863,112176.02
1864,271.36423
1865,22348244.0
1866,2005536.4
1867,4693912.5
1868,33195704.0
1869,611665.5
1870,388721.66
1871,1200800.1
1872,67896184.0
1873,32040414.0
1874,183.19792
1875,93307.76
1876,36743.74
1877,19.448368
1878,203379.14
1879,1055545.1
1880,591468.1
1881,166823.55
1882,359169.0
1883,103774.87
1884,1487881.4
1885,681596.94
1886,166222.72
1887,229.3049
1888,1120904.6
1889,18299534.0
1890,4393986.5
1891,694645.5
1892,25400.086
1893,264.30646
1894,580649.75
1895,314517.56
1896,9239021.0
1897,591044.25
1898,237944.38
1899,87492.18
1900,1734524.9
1901,13706450.0
1902,51798.156
1903,644.8842
1904,13.193409
1905,10799730.0
1906,259391.78
1907,841.28485
1908,15.369442
1909,519725.34
1910,55.786304
1911,23683448.0
1912,397018.7
1913,15961.918
1914,26166.434
1915,20.53154
1916,3182291.0
1917,400262.2
1918,86.58141
1919,1196554.9
1920,40655.996
1921,1074760.6
1922,365.41327
1923,433.2951
1924,1856705.6
1925,143898.22
1926,42026924.0
1927,5671753.5
1928,150222.69
1929,16216906.0
1930,1882817.9
1931,272455.12
1932,292894.97
1933,688815.4
1934,1298032.4
1935,1089757.8
1936,2235816.8
1937,1963167.9
1938,166.38823
1939,38336.496
1940,304140.44
1941,92843.23
1942,42525.12
1943,62211.93
1944,1275649.6
1945,12816593.0
1946,1715536.4
1947,120892.02
1948,157734.53
1949,750608.9
1950,1869.452
1951,21776708.0
1952,158661.08
1953,59006916.0
1954,14297.793
1955,185228.69
1956,505.68222
1957,467548.06
1958,1155080.1
1959,2234.16
1960,9753911.0
1961,1761953.9
1962,4863146.5
1963,590916.0
1964,1082417.9
1965,28649714.0
1966,93483.016
1967,411750.97
1968,2123170.2
1969,22.214958
1970,563274.44
1971,1454108.9
1972,331307.8
1973,17726268.0
1974,31.106773
1975,59.324886
1976,23012.79
1977,5453.322
1978,5494568.0
1979,13986985.0
1980,4609.1724
1981,311485.3
1982,58947.38
1983,54.06726
1984,7905691.5
1985,25191.246
1986,949867.0
1987,761584.8
1988,157.35123
1989,17509776.0
1990,2862517.8
1991,63634.8
1992,10698.152
1993,67341.84
1994,29.445414
1995,1305464.6
1996,623.2657
1997,188088.38
1998,68518.6
1999,49605.938
